15690.00,6,66,3037.61,0.53
72683.00,19,139,5855.46,3.10
18483.00,11,78,3836.90,1.01
458443.00,45,379,18841.59,5.94
66193.00,18,146,7261.61,1.75
2969.00,5,31,1515.57,0.18
219160.00,26,274,11202.96,3.49
61709.00,20,146,7181.75,2.10
8311.00,6,48,2326.63,0.27
41514.00,13,112,5603.68,0.82
24575.00,9,88,4038.97,0.78
90536.00,26,188,8106.13,2.50
1284.00,2,19,940.92,0.13
54674.00,20,136,6420.93,0.95
4854.00,5,38,1777.24,0.32
11653.00,7,54,2546.91,0.46
70470.00,16,147,7387.39,1.35
26634.00,11,92,4499.11,0.93
27060.00,13,94,4685.08,0.82
132365.00,25,212,9778.43,2.73
23488.00,13,88,3766.90,0.91
1439.00,3,20,1012.21,0.22
122917.00,25,216,9858.70,1.79
24763.00,12,87,4182.70,0.88
41296.00,12,113,5261.15,1.43
111740.00,27,193,9645.60,2.96
20119.00,10,80,3980.02,1.09
106990.00,20,168,7638.70,2.39
22874.00,13,85,4182.69,0.99
3070.00,4,30,1492.54,0.22
1850.00,4,23,1156.77,0.18
175373.00,30,258,10694.98,2.67
64253.00,18,143,6963.12,1.26
77935.00,18,162,7850.98,0.90
38085.00,13,118,5066.96,1.60
2110.00,3,23,1188.70,0.13
98479.00,22,176,8782.74,1.54
288897.00,31,303,14248.35,3.39
7393.00,4,44,2157.90,0.64
207863.00,32,245,12267.73,2.98
2381.00,4,26,1329.76,0.34
22696.00,13,88,4270.33,1.15
8784.00,3,45,2202.04,0.33
13519.00,11,68,3117.12,0.83
95186.00,20,174,8645.95,1.62
57882.00,16,143,6363.33,1.61
5385.00,4,39,1983.17,0.21
31550.00,11,100,4871.47,1.04
46553.00,13,118,5137.35,1.12
53466.00,16,135,6171.50,1.53
7235.00,5,40,1944.86,0.49
23680.00,10,86,4292.73,0.79
89786.00,13,135,6776.28,0.87
15010.00,8,64,3110.15,0.71
75351.00,18,157,7428.92,0.88
561.00,1,12,604.57,0.05
91802.00,22,171,8620.71,2.35
18861.00,9,79,3541.34,0.62
20223.00,9,78,3756.90,0.59
34233.00,12,105,4998.36,0.66
82657.00,15,161,7852.22,1.16
1288.00,2,19,943.62,0.08
13852.00,7,67,3295.74,0.65
156609.00,26,227,10309.89,3.16
109962.00,19,178,7856.13,2.86
18276.00,12,80,3616.13,1.32
4540.00,5,40,1796.66,0.29
31831.00,14,102,4792.46,1.14
476520.00,48,388,19139.37,7.17
76365.00,10,118,5916.59,1.18
13025.00,7,65,2698.66,0.60
1350.00,2,19,972.26,0.12
127872.00,26,201,9042.80,2.34
79020.00,22,162,8025.47,1.88
9833.00,9,54,2574.00,0.47
4824.00,4,38,1859.06,0.30
169057.00,27,239,11445.90,3.30
16695.00,10,78,3484.55,0.94
437776.00,38,400,16776.13,5.62
2771.00,3,27,1363.96,0.15
20060.00,11,82,3612.59,0.81
72994.00,17,152,7411.73,1.50
108010.00,25,185,9233.47,1.87
99942.00,13,166,7754.14,1.31
27802.00,13,95,4779.63,1.09
800967.00,59,526,24639.90,8.37
14682.00,7,63,3106.85,0.52
35907.00,12,96,3778.42,1.03
17637.00,10,74,3633.10,0.99
8363.00,7,51,2525.44,0.44
84269.00,17,166,7016.31,1.88
124360.00,30,186,8040.66,2.88
42055.00,14,114,5366.22,1.91
5123.00,5,39,1986.26,0.37
152570.00,27,227,11330.19,3.96
92298.00,12,137,6774.95,1.33
43958.00,18,127,5524.71,2.22
140785.00,26,209,9610.89,3.23
249616.00,37,293,13647.88,4.13
1677.00,2,21,977.61,0.20
