592.00,2,12,633.87,0.13
397.00,1,10,513.31,0.02
406.00,1,9,494.16,0.02
400.00,1,10,523.65,0.06
594.00,2,12,645.30,0.15
595.00,2,11,579.86,0.12
303.00,1,8,443.00,0.02
423.00,1,9,452.02,0.09
443.00,1,10,497.19,0.04
387.00,1,10,539.26,0.02
373.00,1,8,446.77,0.06
371.00,1,9,475.23,0.03
284.00,1,8,419.75,0.04
395.00,2,9,475.50,0.22
281.00,1,8,438.82,0.03
381.00,2,9,472.83,0.09
435.00,1,9,489.86,0.01
379.00,1,9,471.84,0.01
381.00,1,9,468.53,0.11
504.00,2,11,588.14,0.12
364.00,2,9,461.91,0.14
474.00,1,10,508.02,0.04
358.00,2,9,458.26,0.10
436.00,2,10,507.68,0.09
353.00,1,9,468.19,0.06
353.00,2,9,469.35,0.14
288.00,1,8,431.48,0.01
501.00,1,9,474.15,0.03
346.00,1,8,407.48,0.07
321.00,1,8,415.16,0.02
346.00,2,9,465.22,0.06
388.00,1,9,456.53,0.03
327.00,1,8,438.13,0.02
342.00,1,8,434.29,0.02
338.00,2,9,453.75,0.09
369.00,2,10,529.63,0.06
409.00,1,11,563.78,0.03
358.00,1,8,434.18,0.02
511.00,2,10,535.08,0.05
465.00,1,10,498.45,0.10
581.00,1,10,480.54,0.03
459.00,2,10,509.20,0.06
423.00,1,9,463.66,0.02
403.00,2,10,519.15,0.13
356.00,1,9,459.11,0.03
572.00,2,10,526.82,0.08
468.00,2,11,601.20,0.20
361.00,1,9,452.22,0.03
288.00,1,8,443.00,0.03
508.00,2,11,578.91,0.06
397.00,1,9,485.26,0.09
257.00,1,8,398.09,0.03
538.00,2,11,567.67,0.07
347.00,1,8,412.91,0.09
624.00,1,11,560.50,0.11
348.00,1,9,461.79,0.03
424.00,1,10,543.08,0.02
394.00,2,10,482.57,0.16
273.00,2,8,426.88,0.08
501.00,1,11,558.29,0.06
411.00,1,9,464.09,0.08
462.00,1,10,508.63,0.03
326.00,1,9,456.61,0.05
431.00,1,10,528.80,0.03
365.00,1,9,429.76,0.06
502.00,1,10,500.13,0.04
307.00,1,8,431.27,0.06
474.00,2,10,505.25,0.07
416.00,1,10,514.84,0.02
438.00,1,10,507.36,0.04
495.00,2,11,552.29,0.17
293.00,1,8,452.34,0.01
430.00,2,10,518.77,0.07
394.00,1,9,477.43,0.03
224.00,1,7,396.07,0.02
374.00,2,10,447.11,0.10
424.00,1,9,453.80,0.06
437.00,1,10,485.99,0.07
507.00,2,11,560.33,0.06
476.00,2,10,483.50,0.06
290.00,1,8,439.65,0.02
285.00,1,8,415.28,0.16
260.00,1,8,425.16,0.02
468.00,1,10,507.34,0.02
440.00,2,10,504.67,0.03
413.00,1,10,514.18,0.03
327.00,1,9,458.90,0.11
263.00,1,8,451.38,0.04
394.00,1,9,471.03,0.03
327.00,1,9,439.26,0.12
436.00,1,10,498.75,0.04
356.00,1,9,452.65,0.09
359.00,1,9,468.14,0.08
610.00,1,11,549.35,0.02
224.00,1,7,398.24,0.01
526.00,2,11,573.00,0.08
478.00,2,11,571.88,0.14
409.00,1,10,510.23,0.02
415.00,1,10,516.10,0.05
379.00,1,9,470.81,0.05
